jahr,alt,d_m_le,d_m_vht,d_m_vwt,d_m_ge,d_f_le,d_f_vht,d_f_vwt,d_f_ge,a_m_le,a_m_vht,a_m_vwt,a_m_ge,a_f_le,a_f_vht,a_f_vwt,a_f_ge
2015,16Jährige,367584,2,1,0,347543,12,0,0,55653,26,0,3,40231,235,0,4
2015,17Jährige,374873,1,2,0,355967,36,0,2,58503,64,0,3,41080,503,4,1
2015,18Jährige,386965,64,0,2,367437,585,1,3,72034,447,4,7,44026,1567,5,8
2015,19Jährige,381843,246,1,2,360415,1813,3,15,75617,1052,4,11,47960,3201,5,19
2015,20Jährige,369745,779,1,18,347916,3960,5,80,82276,1900,8,16,52827,5188,17,48
2015,21Jährige,373066,2026,2,57,348574,7681,17,236,84677,2711,6,47,56117,7440,17,98
2015,22Jährige,384321,4219,9,123,356575,13074,23,570,86875,4220,7,75,57480,9995,34,190
2015,23Jährige,386562,7983,7,301,355284,22091,27,1105,89004,6112,11,137,57782,13420,43,316
2015,24Jährige,396627,14131,10,547,357502,34215,57,1949,90151,8876,12,256,58526,17434,37,506
2015,25Jährige,429447,24316,14,1100,377258,53904,75,3236,95894,12517,15,370,59343,22292,66,727
2015,26Jährige,409192,36190,25,1765,350990,73024,131,4676,91206,15884,34,625,57119,26394,101,1025
2015,27Jährige,405341,52960,23,2838,335230,98047,153,6702,89139,19937,36,936,53142,31516,85,1431
2015,28Jährige,378367,70375,51,3962,303692,119302,221,8752,81427,23529,48,1165,47733,35270,113,1752
2015,29Jährige,350430,88481,66,5333,275528,140740,329,11080,74718,26169,53,1497,42814,38278,117,2322
2015,30Jährige,315734,105276,72,6749,241379,157607,397,13404,69124,30264,67,1970,38716,42393,170,2725
2015,31Jährige,295404,123485,110,8648,219798,175489,484,16031,62182,32844,66,2425,34920,45451,201,3488
2015,32Jährige,275961,142983,127,10859,202566,192688,648,19163,55679,35936,61,2853,31261,48347,263,4119
2015,33Jährige,263183,162417,154,13474,188230,213077,708,22764,52184,40056,76,3417,28812,52560,276,4853
2015,34Jährige,240016,177506,194,15700,172018,224620,924,25904,46439,42756,80,4306,25530,55322,329,5777
2015,35Jährige,222293,190699,256,18434,158546,235697,1109,29124,45379,46919,108,4814,24059,58016,434,6552
2015,36Jährige,196113,193539,300,20138,137972,232455,1310,31268,38661,47837,128,5461,20910,58318,507,7152
2015,37Jährige,181029,201245,370,22335,126946,235498,1492,33612,35397,49090,130,5812,18693,58415,540,7509
2015,38Jährige,167926,208490,394,24493,117488,238149,1806,36266,32753,50597,154,6514,17201,58702,666,8198
2015,39Jährige,151934,212272,444,26842,106284,239519,2091,38844,30422,51451,149,6907,15619,58707,678,9090
2015,40Jährige,137960,213250,529,28341,94856,236781,2454,39882,28809,52566,221,7433,14761,58791,818,9675
2015,41Jährige,132366,220896,644,31018,90826,244336,2728,43949,26732,53707,212,7912,13713,59287,929,10224
2015,42Jährige,128301,229177,765,33477,87691,249703,3135,47638,23673,53170,222,8099,12437,58585,1064,10436
2015,43Jährige,136294,256027,986,40917,92042,277531,4003,55429,22230,53493,280,8359,11469,57324,1159,10433
2015,44Jährige,148580,290475,1356,48981,99623,311589,5021,66091,20230,52752,314,8876,10279,55056,1303,10625
2015,45Jährige,148635,305911,1621,54752,98170,327231,6132,73337,19651,52630,366,9000,9707,54085,1417,10727
2015,46Jährige,155169,337992,1985,64115,101630,357169,7569,84148,17517,52102,372,9222,8657,51101,1545,10585
2015,47Jährige,158374,359288,2457,71999,101023,379026,9060,93970,16207,50479,378,9252,8149,48464,1716,10287
2015,48Jährige,155674,377574,2918,79210,98658,396038,10903,101598,14543,46896,428,8551,7273,44121,1734,9501
2015,49Jährige,151952,393958,3517,85947,95299,410562,12867,107739,12585,47485,451,8738,6319,43849,1812,9074
2015,50Jährige,143289,402831,3937,89735,88053,416323,15084,109710,11824,46951,485,8743,5807,42807,2003,8829
2015,51Jährige,138105,415134,4762,95837,84432,429425,17753,114422,10679,45957,534,8406,5203,40443,2183,8619
2015,52Jährige,127858,420241,5381,97435,78274,433272,20621,113437,9363,43192,569,7850,4851,36918,2294,7971
2015,53Jährige,115899,412379,6187,95962,70047,424021,22822,110799,8493,39664,566,7408,4386,35158,2561,7423
2015,54Jährige,106870,413779,6926,96269,65035,425328,26480,108042,7551,34742,554,6801,3913,31625,2625,6727
2015,55Jährige,96176,404474,7504,91239,58119,412038,29759,101988,7332,34588,631,6767,3927,32252,2991,6511
2015,56Jährige,87256,400765,8300,89141,53064,405586,32373,97489,6233,31335,642,5937,3290,28705,3013,5965
2015,57Jährige,77404,382712,8818,82146,47334,385556,34841,88287,5536,29852,649,5821,3026,27173,3061,5554
2015,58Jährige,69946,378549,9558,78560,43873,378490,38336,84441,4849,29221,734,5300,2672,25782,3260,5170
2015,59Jährige,62958,370385,10383,73416,39996,367455,41730,80078,4393,29886,783,5146,2451,26669,3723,4993
2015,60Jährige,56272,363372,11273,68170,36172,356761,45420,75354,3912,26669,751,4615,2339,26750,4409,4884
2015,61Jährige,50917,358959,12339,64537,33761,350865,49382,73291,3345,23364,798,4180,2125,26545,4454,4608
2015,62Jährige,45865,350090,12983,60217,30407,339955,53197,69073,2801,20740,786,3677,1887,25473,4703,4283
2015,63Jährige,42007,351515,14391,56932,28250,335282,58796,67493,2462,21566,798,3519,1805,26388,5345,4295
2015,64Jährige,38167,346563,15427,53640,25743,327762,63470,64568,2196,20921,864,3115,1586,23764,5196,3801
2015,65Jährige,35235,344033,16906,50178,23618,320558,69674,62192,2169,24725,1112,3245,1680,26252,6628,3945
2015,66Jährige,30996,333609,18088,46145,21147,307014,73856,57447,1911,24933,1150,3037,1386,24060,6477,3502
2015,67Jährige,26126,301762,17600,40896,18040,273803,73516,50897,1760,25682,1261,2897,1263,22081,6461,3380
2015,68Jährige,22141,279731,18017,36170,15715,254490,75408,46334,1618,25882,1384,2682,1183,20264,6370,2950
2015,69Jährige,18819,239177,17100,30177,13000,217152,70670,39937,1325,23657,1312,2312,1051,17398,6114,2616
2015,70Jährige,15478,205295,16305,25069,11825,187298,67685,34756,1073,20727,1268,1750,855,14997,5835,2079
2015,71Jährige,19903,281029,24449,31499,15041,251908,97737,44695,1009,19732,1297,1646,770,13181,5842,1852
2015,72Jährige,19534,282801,27112,30305,15624,249801,106192,44414,878,18420,1384,1432,641,11360,5337,1674
2015,73Jährige,18350,267810,28738,27184,15411,233380,111780,40706,833,18331,1453,1376,655,10518,5445,1549
2015,74Jährige,21267,321882,37421,30311,18393,277756,150014,47147,716,16336,1533,1207,641,8735,5382,1386
2015,75Jährige,20870,328397,42810,28108,19455,277343,173100,46317,773,16783,1676,1164,633,8683,6062,1372
2015,76Jährige,18647,314126,44479,25322,19338,259333,184354,42476,667,14710,1457,1069,561,7193,5328,1295
2015,77Jährige,15838,281665,44178,20930,18361,222771,185249,36813,575,13035,1594,905,539,6201,5110,1205
2015,78Jährige,13217,250541,43757,17001,17549,191308,184410,32110,462,10864,1428,774,508,5179,4762,1017
2015,79Jährige,11500,228178,44373,14568,17057,167981,190630,28189,414,9091,1294,678,408,4160,4258,817
2015,80Jährige,9559,205780,44792,12193,16562,144062,194315,24756,348,7258,1090,523,392,3268,3838,679
2015,81Jährige,7708,174455,42929,9852,15253,116452,187379,21008,293,6636,1134,431,281,2602,3462,582
2015,82Jährige,5304,126251,34977,6613,12367,79538,154860,15030,264,5509,1027,339,278,2205,3150,554
2015,83Jährige,4558,112035,35997,5604,12523,68174,155523,13732,198,4075,891,279,229,1824,2884,469
2015,84Jährige,3961,100494,36867,4532,12881,57992,158577,12632,156,3024,768,246,204,1247,2470,377
2015,85 Jahre und mehr,14575,376254,245882,16039,101386,196197,1140773,74488,759,9841,3807,798,1363,4924,15340,1867
2016,00Jährige,353889,0,0,0,337666,0,0,0,49675,0,0,0,47069,0,0,0
2016,01Jährige,344568,0,0,0,327330,0,0,0,47131,0,0,0,43490,0,0,0
2016,02Jährige,341977,0,0,0,324709,0,0,0,44879,0,0,0,41652,0,0,0
2016,03Jährige,332675,0,0,0,316071,0,0,0,41049,0,0,0,37408,0,0,0
2016,04Jährige,332128,0,0,0,315068,0,0,0,40617,0,0,0,37395,0,0,0
2016,05Jährige,323652,0,0,0,307851,0,0,0,40831,0,0,0,37315,0,0,0
2016,06Jährige,333915,0,0,0,318083,0,0,0,38876,0,0,0,35116,0,0,0
2016,07Jährige,329862,0,0,0,312894,0,0,0,37658,0,0,0,34200,0,0,0
2016,08Jährige,339289,0,0,0,322686,0,0,0,37637,0,0,0,34292,0,0,0
2016,09Jährige,340116,0,0,0,322245,0,0,0,35354,0,0,0,32055,0,0,0
2016,10Jährige,334250,0,0,0,316465,0,0,0,34394,0,0,0,30389,0,0,0
2016,11Jährige,339466,0,0,0,322614,0,0,0,33309,0,0,0,29691,0,0,0
2016,12Jährige,347486,0,0,0,330217,0,0,0,33752,0,0,0,29979,0,0,0
2016,13Jährige,347975,0,0,0,330348,0,0,0,33768,0,0,0,29730,4,0,0
2016,14Jährige,354717,0,0,0,336363,0,0,0,34405,0,0,0,28862,8,0,0
2016,15Jährige,363815,0,0,0,344231,1,0,0,37548,2,0,0,29222,39,0,1
2016,16Jährige,378466,4,0,0,359573,6,0,0,46698,7,0,1,32264,151,0,4
2016,17Jährige,368495,4,1,0,348497,39,0,0,69132,35,0,3,42990,452,1,7
2016,18Jährige,375576,40,2,0,356483,532,1,2,72903,169,0,3,45529,1386,5,6
2016,19Jährige,387408,239,0,3,367375,1819,3,13,86004,785,4,16,51420,3349,6,36
2016,20Jährige,380864,765,2,6,358610,3929,6,79,88741,1565,4,25,56597,5487,14,86
2016,21Jährige,367403,1884,1,42,344544,7103,11,230,92287,2726,11,49,59402,7855,22,142
2016,22Jährige,369442,3902,2,115,343216,12434,18,505,94433,4094,11,109,61073,10429,26,256
2016,23Jährige,378611,7383,10,251,348423,20168,28,968,96148,6118,15,166,63223,13454,44,416
2016,24Jährige,378655,13000,9,506,343971,31960,40,1730,97036,8546,13,265,62805,17293,45,588
2016,25Jährige,385740,21607,14,903,341585,48091,81,2779,97012,11689,25,444,62632,21669,60,863
2016,26Jährige,414067,35505,19,1611,356441,72027,95,4363,101503,15672,20,604,62916,26526,86,1207
2016,27Jährige,391067,50212,32,2480,328356,92779,179,6019,95939,19204,39,927,60177,30815,134,1493
2016,28Jährige,383577,70503,36,3740,310324,119870,208,8354,92853,23219,49,1308,55310,35428,126,1960
2016,29Jährige,354981,89474,70,5068,279287,140709,277,10570,84297,26481,60,1606,49691,38989,150,2316
2016,30Jährige,326006,108711,88,6569,251871,161651,382,13087,77048,28716,68,1954,44815,41587,151,2874
2016,31Jährige,293614,123475,99,8047,221265,175263,484,15384,71381,32634,80,2426,40555,45364,207,3274
2016,32Jährige,273637,141230,152,10047,202592,190434,570,18089,64013,34694,85,2973,36472,47711,236,4061
2016,33Jährige,256358,158692,155,12544,187779,205150,769,21525,57084,37443,81,3327,32797,50133,308,4760
2016,34Jährige,244926,176796,186,15292,175294,223733,848,25217,53793,41083,87,3929,30204,53719,319,5578
2016,35Jährige,223998,189777,222,17603,160994,233341,1116,28354,48050,43266,96,4833,26698,56678,373,6319
2016,36Jährige,207876,201417,288,20250,149323,242743,1273,31552,46902,47425,119,5298,25531,58845,486,7128
2016,37Jährige,184334,201804,356,21985,130657,237567,1526,33617,40360,48013,144,5909,22007,59061,558,7671
2016,38Jährige,170883,207821,432,24293,120907,239378,1710,35919,36925,49077,146,6282,20106,58973,577,8053
2016,39Jährige,159304,213809,432,26327,112454,240960,2070,38610,34384,50292,173,6973,18456,59015,735,8764
2016,40Jährige,144154,216770,532,28515,101957,241744,2347,41141,31764,51252,172,7391,16914,58945,731,9639
2016,41Jährige,131971,216159,603,29991,91725,237615,2727,42303,30210,52314,227,7854,15969,58732,903,10191
2016,42Jährige,127159,222973,750,32752,88236,244545,3054,46302,27882,53374,231,8351,14892,59337,1012,10689
2016,43Jährige,123729,230590,859,35173,85464,249563,3542,49922,25134,52695,248,8469,13596,58556,1147,10922
2016,44Jährige,131797,256911,1106,42889,89719,276956,4439,57973,23594,53023,303,8719,12476,57101,1248,10930
2016,45Jährige,143837,291191,1537,50931,97326,310553,5606,68649,21739,52069,339,9183,11238,55000,1415,11098
2016,46Jährige,144325,305900,1834,56867,95940,326255,6754,75640,20978,51948,378,9320,10641,53851,1561,11219
2016,47Jährige,150963,337539,2208,66107,99297,355690,8366,86532,18562,51321,431,9592,9580,50904,1641,10985
2016,48Jährige,154240,358644,2762,73819,98833,377287,9976,96157,17407,50000,417,9476,9007,48313,1850,10644
2016,49Jährige,151700,376668,3240,80895,96530,394221,11941,103445,15660,46210,477,8884,8071,43943,1893,9784
2016,50Jährige,147510,393695,3886,87016,92968,409941,14025,108276,13563,46811,487,8997,7058,43587,1947,9285
2016,51Jährige,139762,401424,4338,90879,86319,414246,16497,110772,12699,46331,537,8953,6508,42515,2152,8992
2016,52Jährige,134696,413666,5255,96620,82820,427169,19277,115203,11421,45104,574,8556,5743,40034,2384,8809
2016,53Jährige,124628,418402,5930,98048,76755,430979,22481,113673,10064,42433,600,7957,5358,36525,2474,8148
2016,54Jährige,112978,410583,6717,95989,68743,421395,24859,110920,9040,38864,603,7491,4875,34701,2727,7523
2016,55Jährige,104164,411890,7563,95702,63759,422632,28687,107713,8050,33960,591,6842,4322,31206,2821,6775
2016,56Jährige,93762,402216,8184,90741,57034,409022,32139,101490,7876,33919,673,6808,4398,31821,3177,6581
2016,57Jährige,84961,398472,9010,88112,52119,402090,35060,96920,6608,30723,680,5931,3697,28177,3184,5974
2016,58Jährige,75331,380178,9555,81047,46470,381657,37668,87802,5866,29220,701,5831,3286,26658,3246,5536
2016,59Jährige,67922,375679,10356,77298,42997,374150,41409,83878,5160,28497,789,5307,2930,25142,3462,5161
2016,60Jährige,60969,367688,11182,71778,39203,363293,44920,79158,4636,29034,839,5126,2684,26067,3961,4992
2016,61Jährige,54607,360031,12242,66723,35529,351705,48935,74720,4133,25833,803,4556,2577,26025,4653,4826
2016,62Jährige,49405,355245,13307,62912,33197,345358,53174,72564,3518,22699,835,4126,2348,25871,4707,4545
2016,63Jährige,44286,345940,13959,58594,29854,334253,56983,68345,2914,20032,825,3631,2033,24736,4944,4218
2016,64Jährige,40536,346849,15427,55327,27730,329086,62893,66614,2597,20884,877,3432,1959,25581,5634,4284
2016,65Jährige,36709,341590,16476,51902,25279,320824,67949,63819,2234,20142,909,3041,1698,22900,5423,3760
2016,66Jährige,33897,338181,18185,48648,23158,313192,74267,61525,2213,23787,1167,3152,1822,25230,6910,3863
2016,67Jährige,29754,327376,19214,44816,20693,299442,78519,56635,1908,24046,1225,2928,1467,23133,6735,3418
2016,68Jährige,25029,295670,18787,39593,17651,266300,77968,50127,1772,24856,1328,2808,1329,21244,6715,3313
2016,69Jährige,21212,273490,19130,35003,15371,246907,79840,45645,1640,25050,1441,2591,1240,19516,6580,2886
2016,70Jährige,17920,233390,18060,28934,12683,209995,74706,39167,1321,22810,1378,2215,1085,16692,6314,2552
2016,71Jährige,14665,199828,17288,24005,11534,180491,71345,34056,1101,19904,1338,1696,928,14413,6047,2034
2016,72Jährige,18825,272883,25697,30177,14618,242186,102995,43805,982,18967,1366,1578,804,12549,6091,1816
2016,73Jährige,18441,273808,28583,28952,15200,239319,111771,43448,864,17627,1465,1377,683,10821,5493,1628
2016,74Jährige,17299,258577,30092,25925,14934,222903,116986,39772,805,17584,1500,1312,676,9923,5605,1522
2016,75Jährige,20018,309442,39251,28831,17798,263971,156427,45968,701,15585,1590,1140,656,8212,5571,1353
2016,76Jährige,19529,314208,44767,26530,18822,261759,180210,45079,755,15923,1735,1109,628,8108,6219,1330
2016,77Jährige,17387,299475,46222,23875,18683,243376,190858,41225,627,13984,1474,1026,567,6691,5436,1264
2016,78Jährige,14639,266558,45768,19614,17682,207239,190727,35565,553,12299,1592,869,528,5722,5175,1171
2016,79Jährige,12145,235725,44963,15812,16839,176435,188555,30947,426,10165,1441,719,502,4752,4857,987
2016,80Jährige,10505,212964,45461,13471,16251,152896,193616,26956,390,8505,1277,633,411,3747,4296,776
2016,81Jährige,8611,190057,45600,11188,15711,129214,195945,23499,320,6699,1107,490,400,2967,3852,653
2016,82Jährige,6890,159376,43345,8935,14350,103069,186787,19824,265,6162,1109,399,285,2321,3465,553
2016,83Jährige,4689,113951,34815,5961,11514,69312,152851,14060,244,5087,990,310,278,2005,3100,526
2016,84Jährige,3976,99638,35411,5020,11620,58370,151664,12762,175,3726,856,261,232,1627,2837,432
2016,85 Jahre und mehr,15477,393144,253880,17368,97314,202809,1148495,75449,830,11371,4162,961,1426,5447,16173,2043
2017,00Jährige,351799,0,0,0,334532,0,0,0,50770,0,0,0,47973,0,0,0
2017,01Jährige,354556,0,0,0,338305,0,0,0,53209,0,0,0,50079,0,0,0
2017,02Jährige,344842,0,0,0,327639,0,0,0,51081,0,0,0,47066,0,0,0
2017,03Jährige,342186,0,0,0,324949,0,0,0,48598,0,0,0,45135,0,0,0
2017,04Jährige,332825,0,0,0,316186,0,0,0,44352,0,0,0,40696,0,0,0
2017,05Jährige,332213,0,0,0,315060,0,0,0,44158,0,0,0,40657,0,0,0
2017,06Jährige,323527,0,0,0,307727,0,0,0,44071,0,0,0,40203,0,0,0
2017,07Jährige,334033,0,0,0,318139,0,0,0,42114,0,0,0,38300,0,0,0
2017,08Jährige,330151,0,0,0,313253,0,0,0,40645,0,0,0,37119,0,0,0
2017,09Jährige,339728,0,0,0,323171,0,0,0,40778,0,0,0,37169,0,0,0
2017,10Jährige,340589,0,0,0,322644,0,0,0,38118,0,0,0,34731,0,0,0
2017,11Jährige,334769,0,0,0,316771,0,0,0,37187,0,0,0,33018,0,0,0
2017,12Jährige,339828,0,0,0,323006,0,0,0,35978,0,0,0,32007,0,0,0
2017,13Jährige,347925,0,0,0,330613,0,0,0,36185,0,0,0,32166,0,1,0
2017,14Jährige,348405,0,0,0,330742,0,0,0,36275,0,0,0,31799,5,0,0
2017,15Jährige,355221,0,0,0,336846,0,0,0,37135,1,0,0,31024,10,0,0
2017,16Jährige,364387,1,0,0,344781,2,0,0,41215,4,0,0,31513,58,0,1
2017,17Jährige,379203,5,0,0,360296,14,0,0,50212,11,0,1,34207,229,0,6
2017,18Jährige,369278,42,1,0,349138,437,0,0,75322,79,0,3,46578,1040,3,15
2017,19Jährige,376447,196,2,2,356747,1581,2,11,82172,347,0,7,52027,2638,7,19
2017,20Jährige,387056,711,0,11,366191,3727,5,63,94578,1090,4,20,59437,5115,7,66
2017,21Jährige,379532,1724,4,31,356070,6931,8,198,96116,2193,3,44,63114,7733,17,136
2017,22Jährige,364930,3618,6,94,339926,11709,14,435,99702,3785,17,71,64498,10523,25,236
2017,23Jährige,365473,6794,3,204,336049,19286,21,780,102253,5681,15,163,67076,13694,33,393
2017,24Jährige,372812,11949,11,383,337905,29841,39,1415,103066,8008,16,262,68314,16953,54,604
2017,25Jährige,369841,20090,12,737,329527,45195,60,2390,102798,10905,16,372,66952,20942,49,846
2017,26Jährige,373681,31702,18,1278,323810,64502,102,3597,102017,14449,27,580,66013,25442,71,1139
2017,27Jährige,397451,49696,31,2186,333878,92650,130,5526,105255,18644,27,804,65837,30193,94,1506
2017,28Jährige,371602,67404,42,3192,304921,114402,227,7381,98976,22165,49,1194,62242,34659,151,1883
2017,29Jährige,361456,90044,38,4762,285776,142530,268,9955,95019,25984,59,1629,57300,38817,143,2338
2017,30Jährige,331130,110785,89,6092,255514,162461,352,12231,86217,29018,66,1967,51230,42018,175,2727
2017,31Jährige,303447,128685,110,7821,231237,180511,468,14845,78690,30901,68,2335,45991,44286,170,3230
2017,32Jährige,273121,141434,126,9514,204210,190832,569,17104,72760,34523,89,2774,41757,47615,244,3691
2017,33Jährige,255031,157600,177,11487,187817,203692,687,19959,65640,36145,91,3321,37629,49497,274,4518
2017,34Jährige,239480,173264,205,14055,175255,216301,881,23386,59069,38716,92,3711,33903,51765,333,5143
2017,35Jährige,229417,189717,238,16960,164611,232870,994,27278,55117,42182,102,4331,31185,55068,366,5905
2017,36Jährige,210546,200845,274,19248,152150,240827,1300,30367,49625,44174,118,5193,27763,57550,418,6741
2017,37Jährige,196348,210646,344,21834,141612,248800,1461,33743,48990,47956,141,5699,26781,59823,510,7466
2017,38Jährige,174659,209397,384,23462,124657,242064,1715,35712,42329,48307,158,6263,23058,59495,591,8069
2017,39Jährige,162585,213956,478,25804,115779,242852,1991,37961,38929,49221,166,6691,21261,59368,636,8440
2017,40Jährige,151981,218735,517,28056,108023,243912,2323,40522,36202,50429,210,7345,19564,59358,797,9091
2017,41Jährige,138400,220484,625,29930,98733,243368,2638,43153,33697,51361,202,7845,18122,59249,823,10037
2017,42Jährige,127227,218791,691,31508,89136,238729,3022,44182,32065,52371,242,8144,17143,58787,974,10647
2017,43Jährige,122888,225163,854,34272,85996,245104,3385,48216,29849,53272,260,8758,16168,59368,1111,11124
2017,44Jährige,119945,232239,966,36621,83414,249790,3965,51896,26870,52584,282,8905,14692,58533,1229,11295
2017,45Jährige,128068,258126,1245,44501,87745,276941,4951,59740,25239,52750,328,9047,13414,57130,1324,11222
2017,46Jährige,139867,292064,1677,52693,95169,310526,6250,70356,23337,52001,368,9521,12261,54947,1508,11416
2017,47Jährige,140712,306429,2071,58485,93912,325736,7462,77393,22658,51630,427,9638,11650,53687,1697,11488
2017,48Jährige,147389,337727,2460,67625,97160,355179,9187,88026,20243,51152,483,9908,10382,50888,1744,11234
2017,49Jährige,150603,358611,3028,75327,96838,376465,10956,97428,18935,49595,471,9713,9885,48163,1974,10887
2017,50Jährige,147586,377526,3650,81513,94224,394214,13031,103919,16981,45930,532,9117,8781,43867,2016,9972
2017,51Jährige,144120,393289,4315,87780,91158,408799,15322,109062,14637,46444,542,9134,7676,43326,2094,9451
2017,52Jährige,136499,400777,4785,91453,84700,412803,18024,111139,13622,45801,602,9068,7019,42254,2324,9141
2017,53Jährige,131578,412852,5762,96777,81315,425751,20994,115153,12235,44542,631,8744,6208,39666,2516,8885
2017,54Jährige,121639,417597,6485,97757,75308,429123,24372,113453,10794,41905,656,8074,5807,36135,2630,8184
2017,55Jährige,110189,409661,7313,95362,67455,419306,27078,110302,9652,38466,673,7584,5242,34285,2883,7533
2017,56Jährige,101633,410679,8154,94733,62531,419990,31081,107073,8573,33516,643,6882,4671,30778,3012,6800
2017,57Jährige,91445,400608,8902,89592,56026,406159,34721,100693,8419,33457,726,6844,4704,31360,3342,6572
2017,58Jährige,82775,396499,9800,86749,51211,398634,37987,96013,7096,30327,735,5947,3933,27594,3397,5940
2017,59Jährige,73241,378111,10278,79604,45662,377862,40794,86957,6236,28740,760,5821,3517,26124,3445,5448
2017,60Jährige,65932,373622,11243,75369,42162,370318,44612,82766,5483,27886,848,5260,3124,24532,3668,5082
2017,61Jährige,59178,364842,12089,70081,38489,358619,48341,78347,4860,28394,895,5091,2844,25277,4197,4936
2017,62Jährige,52913,356682,13181,65002,34939,346504,52554,73897,4369,25199,873,4527,2746,25350,4902,4792
2017,63Jährige,47821,351435,14259,61282,32561,339937,57072,71638,3626,21992,905,4028,2470,25083,4976,4493
2017,64Jährige,42740,341821,14927,56783,29340,328385,60914,67444,3004,19453,889,3537,2140,23980,5212,4166
2017,65Jährige,39055,342334,16554,53497,27187,322787,67129,65674,2625,20149,900,3354,2077,24720,5907,4203
2017,66Jährige,35326,336177,17585,50253,24831,313839,72424,63067,2243,19336,966,2940,1774,22076,5639,3713
2017,67Jährige,32572,332167,19568,47082,22705,305444,79076,60697,2240,22983,1247,3078,1865,24321,7247,3760
2017,68Jährige,28577,321042,20406,43256,20256,291399,83509,55720,1905,23295,1275,2839,1541,22290,6983,3332
2017,69Jährige,23959,289318,19985,38084,17250,258442,82585,49326,1749,23998,1405,2732,1340,20424,7005,3222
2017,70Jährige,20241,267137,20316,33621,15021,238852,84554,44762,1632,24147,1497,2495,1275,18685,6857,2812
2017,71Jährige,17000,227177,19127,27781,12343,202387,78873,38326,1292,22020,1431,2112,1102,15969,6551,2472
2017,72Jährige,13899,193978,18259,22926,11238,173448,75121,33320,1103,19144,1412,1640,922,13758,6272,1984
2017,73Jährige,17787,264213,27037,28794,14162,232172,107942,42788,952,18156,1460,1518,801,11913,6271,1783
2017,74Jährige,17404,264403,30029,27558,14756,228507,117091,42402,835,16894,1549,1300,695,10249,5699,1573
2017,75Jährige,16206,248914,31442,24593,14493,211762,122293,38706,776,16804,1547,1251,691,9367,5759,1485
2017,76Jährige,18725,296459,40970,27284,17265,249508,162825,44759,667,14836,1654,1098,663,7677,5757,1315
2017,77Jährige,18179,299385,46530,24889,18157,245407,187026,43724,749,15124,1782,1055,600,7557,6377,1293
2017,78Jährige,16096,283955,47885,22384,18005,226601,197174,39896,600,13210,1526,979,554,6214,5542,1223
2017,79Jährige,13461,251073,47073,18271,16890,191106,195786,34204,538,11519,1620,828,517,5265,5267,1125
2017,80Jährige,11092,220212,46238,14654,16047,160929,191991,29591,389,9473,1460,674,494,4354,4888,947
2017,81Jährige,9523,197106,46246,12379,15364,137581,195582,25641,366,7904,1265,585,383,3423,4293,741
2017,82Jährige,7742,173649,46134,10240,14804,114632,195888,22155,302,6222,1087,457,374,2645,3855,618
2017,83Jährige,6101,143884,43402,8038,13409,89859,184716,18605,245,5702,1106,372,282,2083,3418,520
2017,84Jährige,4126,101662,34333,5317,10685,59268,149425,13003,243,4655,970,288,269,1788,3027,506
2017,85 Jahre und mehr,16240,405164,257849,18969,91620,207938,1143730,75971,913,13324,4563,1119,1507,6310,17316,2264
2018,00Jährige,348453,0,0,0,331501,0,0,0,53629,0,0,0,50395,0,0,0
2018,01Jährige,354138,0,0,0,336691,0,0,0,54223,0,0,0,51322,0,0,0
2018,02Jährige,355048,0,0,0,338842,0,0,0,55930,0,0,0,52831,0,0,0
2018,03Jährige,345080,0,0,0,327993,0,0,0,53863,0,0,0,49827,0,0,0
2018,04Jährige,342422,0,0,0,325236,0,0,0,51311,0,0,0,47662,0,0,0
2018,05Jährige,332955,0,0,0,316328,0,0,0,47144,0,0,0,43302,0,0,0
2018,06Jährige,332124,0,0,0,315019,0,0,0,46757,0,0,0,42849,0,0,0
2018,07Jährige,323628,0,0,0,307888,0,0,0,46564,0,0,0,42533,0,0,0
2018,08Jährige,334362,0,0,0,318454,0,0,0,44754,0,0,0,40668,0,0,0
2018,09Jährige,330576,0,0,0,313639,0,0,0,43311,0,0,0,39383,0,0,0
2018,10Jährige,340046,0,0,0,323614,0,0,0,43295,0,0,0,39390,0,0,0
2018,11Jährige,340979,0,0,0,323052,0,0,0,40602,0,0,0,36897,0,0,0
2018,12Jährige,335110,0,0,0,317129,0,0,0,39469,0,0,0,35215,0,0,0
2018,13Jährige,340144,0,0,0,323386,0,0,0,38224,0,0,0,34005,0,0,0
2018,14Jährige,348344,0,0,0,331041,0,0,0,38217,0,0,0,34019,0,1,0
2018,15Jährige,348864,0,0,0,331183,0,0,0,38574,0,0,0,33725,3,0,1
2018,16Jährige,355857,0,0,0,337415,1,0,0,40072,3,1,1,33146,19,0,1
2018,17Jährige,365070,3,0,0,345487,3,0,0,43790,4,0,1,33261,117,0,6
2018,18Jährige,379843,49,0,0,360777,458,0,2,55972,60,0,4,37829,756,1,10
2018,19Jährige,370330,231,2,1,349741,1547,2,5,83683,269,0,8,52990,2254,4,25
2018,20Jährige,376621,721,3,6,356072,3528,3,72,89848,740,1,16,59784,4157,11,50
2018,21Jährige,386409,1720,0,30,363913,6910,7,178,101129,1681,4,44,65100,7161,13,143
2018,22Jährige,377732,3527,4,77,352044,11535,12,382,102355,3204,2,92,67846,10327,24,246
2018,23Jährige,361894,6435,10,178,333382,18479,24,724,106277,5326,18,135,69987,13407,26,422
