jahr,alt,d_m_le,d_m_vht,d_m_vwt,d_m_ge,d_f_le,d_f_vht,d_f_vwt,d_f_ge,a_m_le,a_m_vht,a_m_vwt,a_m_ge,a_f_le,a_f_vht,a_f_vwt,a_f_ge
2008,85 Jahre und mehr,24312,213184,191261,17320,125629,159028,944096,66417,3130,14121,5993,2038,3735,7802,21572,2738
2009,00Jährige,324466,0,0,0,308141,0,0,0,16657,0,0,0,15887,0,0,0
2009,01Jährige,334053,0,0,0,317780,0,0,0,18443,0,0,0,17520,0,0,0
2009,02Jährige,336824,0,0,0,319216,0,0,0,17189,0,0,0,16281,0,0,0
2009,03Jährige,331906,0,0,0,314379,0,0,0,16303,0,0,0,15052,0,0,0
2009,04Jährige,337065,0,0,0,320151,0,0,0,16546,0,0,0,15749,0,0,0
2009,05Jährige,343656,0,0,0,326479,0,0,0,19365,0,0,0,18231,0,0,0
2009,06Jährige,343097,0,0,0,325624,0,0,0,20092,0,0,0,19211,0,0,0
2009,07Jährige,348708,0,0,0,331034,0,0,0,21233,0,0,0,20108,0,0,0
2009,08Jährige,356757,0,0,0,338638,0,0,0,22108,0,0,0,21055,0,0,0
2009,09Jährige,370938,0,0,0,354544,0,0,0,23967,0,0,0,22882,0,0,0
2009,10Jährige,359889,0,0,0,339989,0,0,0,38038,0,0,0,36443,0,0,0
2009,11Jährige,366404,0,0,0,347798,0,0,0,39471,0,0,0,37638,0,0,0
2009,12Jährige,378030,0,0,0,358749,0,0,0,40920,0,0,0,39143,0,0,0
2009,13Jährige,372413,0,0,0,352392,0,0,0,40091,0,0,0,38436,0,0,0
2009,14Jährige,360868,0,0,0,342204,0,0,0,38920,0,0,0,37463,0,0,0
2009,15Jährige,365330,0,0,0,345768,5,0,1,40487,0,0,0,38522,8,0,0
2009,16Jährige,380654,1,0,0,360949,23,2,1,41952,3,0,0,39811,27,1,0
2009,17Jährige,389516,0,1,0,371499,84,2,5,43621,14,0,1,40687,81,0,3
2009,18Jährige,407926,111,2,2,387377,1078,4,11,43948,73,0,1,40781,699,0,3
2009,19Jährige,453046,587,1,2,427187,3666,8,22,46477,270,1,5,42912,1798,2,13
2009,20Jährige,445767,1715,3,24,419173,7941,29,123,49475,753,2,18,45720,3664,5,66
2009,21Jährige,457957,4225,5,79,424611,15014,30,417,52502,1509,3,38,47872,5937,6,138
2009,22Jährige,445161,8028,9,212,406176,23560,58,945,52909,2784,7,99,47593,8641,16,267
2009,23Jährige,431890,13540,11,431,389995,35047,92,1790,52566,4383,8,211,46315,11588,32,442
2009,24Jährige,409797,20170,26,836,361217,48491,131,2986,52731,6323,12,434,45803,15062,50,761
2009,25Jährige,398298,29952,35,1414,339256,66280,180,4715,52798,8606,14,742,45678,18535,66,1255
2009,26Jährige,386165,43346,58,2487,320334,86319,237,6874,52675,11040,20,1079,44857,21986,76,1794
2009,27Jährige,377994,59804,67,3907,302854,109998,352,9550,53765,14338,23,1714,45314,25757,129,2469
2009,28Jährige,353855,76945,79,5463,276640,131861,498,12642,52826,16992,41,2407,44271,28655,187,3343
2009,29Jährige,334639,95586,138,7470,253661,153031,623,15820,53121,19759,55,3151,43796,31442,214,4003
2009,30Jährige,294140,111070,186,9671,215036,164972,772,18659,49590,21592,60,4021,42100,32545,276,4681
2009,31Jährige,268530,128348,226,12221,192015,179885,957,21461,48330,22430,82,4747,39521,33333,301,5320
2009,32Jährige,246139,144102,243,14734,173476,191084,1227,24674,46369,23663,103,5609,39387,33317,363,6068
2009,33Jährige,222023,156843,304,17508,155124,200365,1307,27779,47224,24234,102,6466,38550,33371,438,6639
2009,34Jährige,198856,165494,396,19983,135898,204216,1654,30024,47633,24285,163,7204,39212,32595,501,7230
2009,35Jährige,187446,180081,463,23144,127920,216268,1834,34145,46061,24530,161,8138,37679,33791,602,7669
2009,36Jährige,177907,193324,560,26853,120757,225887,2204,37825,45270,23089,193,8694,37627,32683,615,7900
2009,37Jährige,188700,223818,723,33326,127182,256320,2833,45106,45000,22924,280,9540,36438,33339,686,8059
2009,38Jährige,202904,260610,970,40756,135852,292638,3510,54179,43397,22022,305,10024,34450,31985,698,8179
2009,39Jährige,203136,278750,1219,47547,134420,311407,4335,61186,45200,22310,296,11035,32798,33162,782,8416
2009,40Jährige,207062,315171,1483,56442,136443,344410,5172,71418,41759,22850,375,11439,29800,32235,868,8277
2009,41Jährige,208182,340167,1799,64445,137162,367092,6086,80508,38527,23590,427,11592,25644,33235,898,8133
2009,42Jährige,201219,361288,2169,72160,132979,384844,7367,88930,33301,24406,453,10825,20662,32728,988,7806
2009,43Jährige,193223,380578,2617,79850,127612,399791,8660,97077,32793,25226,483,11393,18020,33842,1139,7949
2009,44Jährige,184058,388885,2975,86869,119113,405006,10372,102572,30320,27686,588,12010,15540,34500,1246,7771
2009,45Jährige,175683,402916,3516,94013,112893,419327,12004,109179,26249,30005,613,11296,12669,34657,1320,7925
2009,46Jährige,163404,408554,4050,98039,104292,424780,14077,111242,21982,31504,646,10735,10380,33985,1371,7162
2009,47Jährige,147442,402679,4583,98986,92692,418469,15768,110006,18712,30030,626,10656,8644,33047,1539,7205
2009,48Jährige,135834,404923,5015,100908,84113,422046,18094,110135,14750,27988,622,9614,6951,30916,1613,6754
2009,49Jährige,123202,395397,5477,99303,75131,412371,20512,105843,14348,30492,728,10393,6445,32821,1939,7080
2009,50Jährige,108267,395913,6126,97219,65622,408491,22091,100815,11162,29046,623,9184,5505,30639,1865,6287
2009,51Jährige,96506,380835,6554,91164,58397,390733,23704,93398,9822,29030,797,8857,4728,29595,1862,6082
2009,52Jährige,86875,379554,7302,88859,53844,385973,26234,90373,8018,29003,794,8629,4060,28623,2115,5601
2009,53Jährige,79423,373089,7947,84345,48958,377707,28334,86526,7230,30421,826,8607,4002,30218,2390,5721
2009,54Jährige,71363,368142,8577,80103,44285,368728,31021,81845,6397,28503,895,7631,3631,31023,2755,5788
2009,55Jährige,65435,365764,9236,77316,41305,365947,33674,80018,5413,26214,832,6839,3371,31243,2919,5467
2009,56Jährige,59718,358796,9824,73160,37570,357592,36144,75813,4548,24160,805,6111,3014,30277,2939,5149
2009,57Jährige,55844,363908,10808,69673,35112,356554,40300,73894,4387,24973,831,6141,3111,32157,3336,5356
2009,58Jährige,50807,360967,11441,66401,31918,351365,43659,71090,3684,24917,913,5516,2690,29763,3303,4824
2009,59Jährige,48612,360789,12876,63699,30191,348568,48553,69058,3737,29176,1238,5987,2856,33073,4306,4937
2009,60Jährige,42254,353143,13560,58806,26634,336306,51426,63488,3543,30098,1204,5640,2475,31033,4148,4534
2009,61Jährige,36555,322641,13383,52523,23193,304311,51754,56989,3373,30993,1330,5357,2259,29005,4333,4294
2009,62Jährige,32209,300945,13977,47262,20466,286204,53693,52228,3064,31415,1336,4995,2106,26651,4170,3987
2009,63Jährige,27413,260249,13391,40190,17265,247405,50871,45146,2614,28946,1375,4429,1763,23193,4104,3356
2009,64Jährige,23383,226235,13219,34292,15545,216618,49461,39574,2198,26033,1353,3534,1519,20682,4022,2923
2009,65Jährige,29985,315373,18869,42632,19827,296042,70617,50868,2083,23945,1347,3287,1344,18599,4030,2624
2009,66Jährige,29761,321031,21225,41145,20397,298291,77173,50349,1872,23181,1319,3044,1189,16440,3750,2447
2009,67Jährige,28326,308402,22611,37412,20531,284463,82885,46594,1870,23739,1380,2876,1155,15972,4061,2303
2009,68Jährige,33270,377558,29674,41639,24255,345161,111805,53812,1622,21657,1510,2741,1201,13575,4055,2207
2009,69Jährige,33160,392201,34736,40138,25523,353641,132495,53513,1592,22669,1768,2751,1146,13941,4671,2156
2009,70Jährige,30251,382899,35867,35846,25381,340034,141525,49476,1415,20161,1555,2428,989,11713,4352,1910
2009,71Jährige,26613,350961,36503,30596,24466,303735,145560,43490,1325,18758,1507,2122,1051,10948,4346,1849
2009,72Jährige,23133,320853,36859,25995,23642,271413,148466,38298,1263,16014,1451,1823,924,9457,4088,1669
2009,73Jährige,21164,303065,38300,23138,23464,252351,157944,34756,1056,13854,1326,1615,797,8148,3930,1484
2009,74Jährige,18622,283941,40156,20049,22980,227801,166346,31466,872,11412,1128,1320,708,6682,3851,1218
2009,75Jährige,15801,251778,39796,17069,21791,197016,166998,27769,814,10839,1293,1284,658,5803,3495,1061
2009,76Jährige,12109,191105,33762,12204,18353,145561,143385,20509,787,9612,1098,1096,588,5385,3263,1028
2009,77Jährige,10930,180606,35940,10982,18914,134730,150407,19324,593,7582,1034,906,503,4671,3008,899
2009,78Jährige,10290,172866,38598,9704,20073,126140,160867,18611,552,6646,927,774,481,3746,2921,764
2009,79Jährige,10043,167765,43108,9230,21571,117793,178044,18759,517,5840,917,681,517,3671,3277,784
2009,80Jährige,8749,149324,42977,7852,21724,104288,175372,17501,471,4626,809,591,483,3149,2819,682
2009,81Jährige,7785,134473,44208,7239,21932,91346,176543,16652,333,4062,731,553,455,2470,2765,604
2009,82Jährige,6540,108079,40614,5782,21364,76205,169230,14724,422,3481,727,394,439,2284,2870,545
2009,83Jährige,5400,89699,37700,4810,22052,64478,170636,14475,350,2874,697,385,374,1887,2627,548
2009,84Jährige,4789,73188,35780,4105,22657,51498,170872,13815,339,2499,603,327,400,1629,2641,493
2009,85 Jahre und mehr,26160,225810,196603,19241,131335,176239,956777,70769,3331,15653,6246,2308,3932,8838,22534,3022
2010,00Jährige,330050,0,0,0,314624,0,0,0,17241,0,0,0,16318,0,0,0
2010,01Jährige,325869,0,0,0,309403,0,0,0,18009,0,0,0,17333,0,0,0
2010,02Jährige,334348,0,0,0,318063,0,0,0,19346,0,0,0,18361,0,0,0
2010,03Jährige,336928,0,0,0,319395,0,0,0,17867,0,0,0,16998,0,0,0
2010,04Jährige,331918,0,0,0,314421,0,0,0,16927,0,0,0,15701,0,0,0
2010,05Jährige,337029,0,0,0,320129,0,0,0,17106,0,0,0,16237,0,0,0
2010,06Jährige,343471,0,0,0,326237,0,0,0,19568,0,0,0,18493,0,0,0
2010,07Jährige,343154,0,0,0,325679,0,0,0,20264,0,0,0,19488,0,0,0
2010,08Jährige,349095,0,0,0,331278,0,0,0,21317,0,0,0,20289,0,0,0
2010,09Jährige,357241,0,0,0,339082,0,0,0,22135,0,0,0,21053,0,0,0
2010,10Jährige,371456,0,0,0,355028,0,0,0,23884,0,0,0,22961,0,0,0
2010,11Jährige,360679,0,0,0,340694,0,0,0,37771,0,0,0,36245,0,0,0
2010,12Jährige,367240,0,0,0,348625,0,0,0,39175,0,0,0,37289,0,0,0
2010,13Jährige,378940,0,0,0,359659,0,0,0,40676,0,0,0,38843,0,0,0
2010,14Jährige,373273,0,0,0,353259,0,0,0,39914,0,0,0,38125,0,0,0
2010,15Jährige,361813,0,0,0,343122,2,0,3,38880,0,0,0,37245,3,0,1
2010,16Jährige,366500,0,0,0,346915,11,1,1,40932,6,0,1,38469,31,0,1
2010,17Jährige,381561,3,0,0,362040,74,2,3,42398,18,0,0,39545,104,2,1
2010,18Jährige,390703,76,1,0,372224,920,2,8,44693,90,1,1,40796,658,2,6
2010,19Jährige,409491,454,3,5,387451,3068,9,26,45933,264,1,1,41932,1869,1,17
2010,20Jährige,453338,1558,3,13,425188,7174,13,151,49774,728,2,18,45751,3335,6,47
2010,21Jährige,444688,3690,5,102,414745,13137,42,486,52910,1486,4,53,48379,5458,5,144
2010,22Jährige,455236,7462,6,235,417556,22211,46,1079,55558,2747,4,85,49483,8017,13,281
2010,23Jährige,440690,12747,17,537,395910,33566,73,1902,56149,4318,8,209,48867,10845,24,444
2010,24Jährige,425200,20170,20,906,376506,47539,119,3116,55135,6236,10,377,47320,13876,33,670
2010,25Jährige,400589,28886,31,1578,344780,63159,167,4652,54654,8362,16,674,45893,17331,62,1062
2010,26Jährige,386508,40914,53,2371,320636,82686,232,6617,53921,10762,20,1046,45365,20776,85,1627
2010,27Jährige,371713,56621,60,3754,300654,103488,317,9145,52790,13149,27,1436,44188,23924,103,2297
2010,28Jährige,361028,75280,85,5508,281665,128698,410,12050,53529,16343,28,2142,44408,27445,145,2968
2010,29Jährige,335192,93914,95,7369,256240,149660,587,15380,52398,18662,53,2898,43223,29891,218,3893
2010,30Jährige,314763,113553,161,9628,233790,170107,729,18849,52392,21265,62,3753,42768,32503,242,4534
2010,31Jährige,276574,126777,220,12158,198938,178605,911,21607,48785,22708,77,4625,41122,33003,309,5249
2010,32Jährige,252304,142525,271,14772,178720,190868,1080,24494,47411,23147,97,5374,38755,33620,341,5885
2010,33Jährige,231320,156946,280,17344,162059,200291,1375,27598,45619,24162,117,6232,38692,33357,396,6569
2010,34Jährige,208920,167887,357,20262,145859,207518,1463,30595,46535,24353,117,7054,38040,33183,463,7172
2010,35Jährige,187642,174912,429,22655,128469,209525,1847,32839,46865,24170,179,7829,38772,32097,565,7797
2010,36Jährige,177675,187925,516,25816,121636,220202,2047,37110,45648,24418,177,8690,37286,33251,648,8133
2010,37Jährige,169318,199886,624,29537,115846,228317,2464,40689,44510,22764,209,9237,37218,32055,656,8403
2010,38Jährige,180888,229343,798,36372,122503,258037,3152,48395,44329,22393,297,10070,36148,32647,716,8464
2010,39Jährige,195160,265146,1081,44084,131609,293599,3901,57614,42871,21889,332,10510,34172,31385,746,8690
2010,40Jährige,195869,282709,1341,50765,130508,311903,4711,64615,44643,22060,313,11595,32599,32535,845,8863
2010,41Jährige,200999,317313,1625,60172,133458,343308,5617,75368,41235,22689,385,12009,29618,31653,940,8693
2010,42Jährige,202733,341267,1936,68245,134492,365087,6682,84659,38106,23263,449,12073,25423,32504,1005,8607
2010,43Jährige,196407,361437,2404,76020,130633,382416,8013,93127,33059,24090,482,11267,20545,32095,1065,8212
2010,44Jährige,189067,379732,2853,83785,125578,396896,9473,101015,32608,24770,497,11868,17957,33240,1214,8263
2010,45Jährige,180287,387618,3263,90509,117280,401929,11245,106310,30057,27188,621,12416,15459,33851,1336,8161
2010,46Jährige,172464,400721,3848,97806,111394,415765,13047,112794,25951,29581,640,11726,12584,34152,1406,8272
2010,47Jährige,160498,406233,4384,101328,102870,421022,15221,114482,21831,30973,671,11090,10319,33416,1495,7476
2010,48Jährige,144894,399910,5001,102004,91449,415087,17049,112562,18550,29534,656,11026,8624,32531,1624,7451
2010,49Jährige,133504,402074,5481,103608,82982,418427,19589,112392,14611,27511,658,9855,6914,30458,1733,6986
2010,50Jährige,120895,393229,5929,101107,73888,409446,22170,107200,14177,29985,761,10611,6398,32350,2089,7280
2010,51Jährige,106422,392924,6642,98973,64763,404699,23833,102477,11045,28573,653,9410,5469,30202,2002,6491
2010,52Jährige,94863,377958,7065,92504,57621,387226,25561,94586,9669,28591,830,9020,4708,29098,2010,6323
2010,53Jährige,85346,376282,7879,90114,53223,382111,28315,91257,7922,28582,826,8799,4064,28158,2293,5737
2010,54Jährige,78028,369821,8587,85183,48322,373943,30562,87167,7096,29933,869,8779,3976,29672,2540,5863
2010,55Jährige,69993,364870,9177,80661,43704,364790,33408,82346,6289,28035,928,7725,3634,30454,2978,5884
2010,56Jährige,64172,362413,9956,77566,40789,361671,36410,80279,5388,25790,859,6937,3318,30672,3125,5560
2010,57Jährige,58534,355290,10533,73218,37173,353284,38865,75980,4462,23660,840,6221,3014,29708,3124,5182
2010,58Jährige,54722,360194,11534,69614,34703,351737,43344,74050,4253,24468,872,6210,3079,31592,3585,5402
2010,59Jährige,49795,356926,12223,66141,31570,346268,47040,71030,3613,24429,965,5570,2673,29128,3530,4886
2010,60Jährige,47469,356812,13830,62990,29841,343365,52075,68659,3654,28480,1313,5985,2824,32222,4519,4968
2010,61Jährige,41318,348224,14508,58462,26337,330510,55068,63333,3484,29394,1251,5656,2467,30214,4387,4546
2010,62Jährige,35749,317995,14386,52099,22939,298514,55382,56721,3282,30178,1376,5320,2230,28183,4588,4295
2010,63Jährige,31469,296380,14907,46603,20219,280309,57421,51991,3012,30445,1378,4969,2076,25888,4394,3977
2010,64Jährige,26707,255754,14330,39474,17098,242069,54081,44885,2556,27966,1446,4379,1753,22508,4291,3300
2010,65Jährige,22745,222170,13989,33747,15362,211560,52502,39253,2156,24952,1407,3469,1493,19859,4182,2888
2010,66Jährige,29205,309047,20083,41900,19574,288850,74851,50462,2005,23023,1407,3260,1323,17879,4183,2614
2010,67Jährige,28885,314054,22447,40449,20162,290440,81878,49819,1822,22198,1367,2997,1158,15795,3878,2435
2010,68Jährige,27523,301230,23964,36681,20211,276445,87575,46126,1800,22824,1433,2871,1137,15317,4197,2296
2010,69Jährige,32172,368350,31299,40478,23897,334539,118029,53152,1578,20781,1573,2736,1162,12976,4196,2179
2010,70Jährige,32022,381324,36596,39016,25114,341606,139304,52740,1550,21666,1818,2709,1128,13317,4860,2128
2010,71Jährige,29152,371434,37814,34794,24943,327136,148852,48646,1384,19229,1609,2391,964,11168,4496,1881
2010,72Jährige,25645,339338,38299,29611,24068,291062,152351,42704,1293,17822,1580,2073,1035,10488,4440,1832
2010,73Jährige,22263,309219,38495,25103,23194,258790,154791,37609,1239,15233,1478,1791,907,9025,4149,1632
2010,74Jährige,20364,290605,39850,22259,22975,239152,164086,33986,1019,13079,1353,1573,783,7740,3984,1464
2010,75Jährige,17839,270814,41684,19240,22444,214319,172077,30687,831,10793,1134,1293,692,6326,3854,1191
2010,76Jährige,15143,238542,41308,16340,21266,183967,171652,27017,790,10234,1294,1245,636,5417,3518,1043
2010,77Jährige,11556,179927,34729,11667,17859,134704,146551,19931,760,9002,1129,1062,571,5080,3250,988
2010,78Jährige,10459,168633,36827,10420,18274,123529,152843,18724,570,7130,1055,886,490,4379,2993,872
2010,79Jährige,9824,159999,39251,9220,19420,114542,162399,17925,522,6221,926,744,465,3512,2890,751
2010,80Jährige,9566,153618,43499,8726,20778,106105,178054,18018,496,5432,913,654,512,3426,3211,761
2010,81Jährige,8321,135333,43082,7411,20782,93225,173764,16659,460,4281,796,574,466,2964,2766,658
2010,82Jährige,7410,120205,43941,6834,20866,80740,173075,15830,322,3785,707,525,432,2331,2691,578
2010,83Jährige,6248,95693,39968,5461,20251,66602,163913,13886,409,3238,714,381,421,2122,2763,522
2010,84Jährige,5108,78225,36700,4535,20658,55640,163138,13566,336,2664,687,375,362,1771,2509,518
2010,85 Jahre und mehr,28545,243319,207995,21484,136487,192238,975186,75254,3557,17249,6538,2540,4151,9948,23841,3370
2011,00Jährige,321764,0,0,0,305963,0,0,0,15727,0,0,0,14878,0,0,0
2011,01Jährige,333210,0,0,0,317529,0,0,0,14599,0,0,0,13898,0,0,0
2011,02Jährige,329412,0,0,0,312495,0,0,0,14176,0,0,0,13496,0,0,0
2011,03Jährige,338581,0,0,0,322079,0,0,0,14906,0,0,0,14125,0,0,0
2011,04Jährige,339181,0,0,0,321371,0,0,0,14920,0,0,0,14276,0,0,0
2011,05Jährige,332744,0,0,0,315154,0,0,0,15302,0,0,0,14138,0,0,0
2011,06Jährige,337518,0,0,0,320721,0,0,0,14963,0,0,0,14066,0,0,0
2011,07Jährige,344943,0,0,0,327824,0,0,0,17106,0,0,0,16080,0,0,0
2011,08Jährige,345227,0,0,0,327825,0,0,0,17152,0,0,0,16440,0,0,0
2011,09Jährige,352134,0,0,0,334058,0,0,0,17506,0,0,0,16425,0,0,0
2011,10Jährige,361067,0,0,0,341584,0,0,0,18027,0,0,0,17093,0,0,0
2011,11Jährige,375184,0,0,0,356588,0,0,0,20189,0,0,0,19220,0,0,0
2011,12Jährige,362838,0,0,0,343167,0,0,0,34389,0,0,0,33145,0,0,0
2011,13Jährige,369415,0,0,0,351317,0,0,0,35872,0,0,0,34154,1,0,0
2011,14Jährige,380804,0,0,0,362336,2,0,0,37197,0,0,0,35502,2,0,1
2011,15Jährige,374974,0,0,0,355625,1,0,1,36514,0,0,0,34788,4,0,0
2011,16Jährige,363607,7,0,5,345399,12,1,2,35904,5,0,1,33688,20,0,0
2011,17Jährige,367956,7,1,2,349348,48,5,3,37194,18,0,2,34678,123,0,2
2011,18Jährige,382018,96,1,7,363058,809,4,7,38088,85,0,0,34516,773,2,7
2011,19Jährige,389591,423,0,9,370603,2806,3,21,38224,310,0,8,34310,2158,4,11
2011,20Jährige,406472,1314,2,22,383416,6465,13,144,40557,805,1,12,36098,4148,6,44
2011,21Jährige,449022,3399,5,81,419237,12575,17,413,43600,1641,0,29,37823,6691,8,134
2011,22Jährige,438549,6691,8,218,405856,20895,27,834,45469,3216,7,88,37528,10078,11,244
2011,23Jährige,447529,12361,2,415,404504,33791,37,1676,46715,5462,5,143,37218,14217,13,421
2011,24Jährige,431864,19759,17,791,381387,47950,61,2630,45837,7929,4,302,34786,18067,30,641
2011,25Jährige,413192,29694,19,1269,358202,65490,102,3930,43770,10627,8,415,32257,22114,43,924
2011,26Jährige,384513,41120,27,1828,323292,82988,156,5482,42118,13677,15,750,29451,26885,59,1305
2011,27Jährige,368758,55287,35,2773,298371,104063,205,7517,39858,17331,28,997,27612,31444,87,1857
2011,28Jährige,350721,73850,37,4188,276460,126250,265,9923,37381,21327,28,1398,25133,36183,133,2507
2011,29Jährige,337368,94517,56,5649,256250,152769,340,12616,36240,26333,28,1921,23582,41539,129,3207
2011,30Jährige,308556,115285,73,7293,230078,174346,463,15439,32831,30633,36,2504,20877,46327,190,4021
2011,31Jährige,284797,134832,107,9291,207889,193451,567,18649,30781,35344,50,3084,18890,49998,279,4753
2011,32Jährige,249587,147011,139,10946,177413,199826,724,20734,26867,37748,59,3637,16317,51696,317,5316
2011,33Jährige,227159,161660,167,13204,159285,210411,805,23082,24447,40360,71,4028,14184,52974,375,5772
2011,34Jährige,208110,174949,163,15352,144197,218897,1021,25939,22354,42760,86,4626,12798,53899,455,6347
2011,35Jährige,185923,185049,232,17689,128198,225354,1197,28487,20840,44489,85,5032,11673,54577,469,7166
2011,36Jährige,166628,191190,267,19424,112422,226654,1404,30122,19597,45905,104,5452,10514,54907,639,7643
2011,37Jährige,157205,203784,335,21870,105501,237939,1589,33626,18363,47294,114,5940,9852,56043,691,8133
2011,38Jährige,149962,216133,419,24571,100128,246068,1907,37175,16202,47092,133,6167,8664,55589,752,8395
2011,39Jährige,156920,245686,578,30821,103242,276398,2514,44517,14867,47712,165,6482,7858,54911,848,8414
2011,40Jährige,168193,283599,805,37681,110216,313519,3265,53722,13410,47237,207,6798,6979,53182,934,8512
2011,41Jährige,166208,301632,989,43413,107620,331023,4043,60995,13107,47574,226,7048,6453,52164,977,8792
2011,42Jährige,172246,336240,1219,52005,110745,362803,5007,71474,11496,47521,183,7337,5810,49244,1076,8542
2011,43Jährige,174430,360027,1473,59705,109522,386349,6013,81545,10631,45998,223,7379,5258,46784,1192,8297
2011,44Jährige,170493,380442,1827,67223,106555,404775,7426,89598,9629,42988,258,6787,4770,42595,1209,7759
2011,45Jährige,165896,399004,2237,74053,102860,419978,8866,96953,8675,44574,298,7100,4245,42757,1229,7606
2011,46Jährige,156525,407345,2597,80167,95310,424934,10523,101376,8102,44826,321,7246,3807,41535,1426,7540
2011,47Jährige,150575,421083,3165,86863,91235,438659,12525,107183,7334,44182,329,6982,3485,39718,1506,7376
2011,48Jährige,139415,426621,3670,90422,84421,442528,14657,108153,6426,41672,341,6701,3165,36365,1604,6688
2011,49Jährige,126156,419621,4209,90547,75204,434590,16247,106520,5923,38092,362,6370,2810,34626,1819,6544
2011,50Jährige,116226,422549,4756,91936,69728,436691,18966,105029,5245,33326,353,5787,2440,31285,1855,5843
2011,51Jährige,104625,413573,5133,88416,62255,424506,21507,99720,5244,33647,402,5915,2416,32072,2115,5734
2011,52Jährige,95038,410148,5845,87939,56765,418343,23578,96535,4445,30682,426,5403,2222,28680,2095,5307
2011,53Jährige,84465,392485,6202,81746,50486,399113,25240,88040,4032,29761,441,5148,1981,27348,2155,4981
2011,54Jährige,76961,389066,6880,79064,46831,392972,28108,84923,3604,29024,480,4916,1719,26123,2393,4749
2011,55Jährige,69446,381536,7422,75009,42785,383205,30506,80845,3226,30081,503,4885,1622,27324,2748,4721
2011,56Jährige,62441,374766,8261,71136,38735,373549,33409,76827,2888,27272,498,4369,1570,27976,3296,4565
2011,57Jährige,56835,371729,8997,67953,36032,369120,36793,74893,2608,24182,556,4032,1503,28044,3395,4459
2011,58Jährige,51492,363595,9591,64363,32602,359596,39561,71036,2278,21673,546,3666,1388,27127,3590,4094
2011,59Jährige,47549,366907,10651,61500,30243,356564,44232,69525,2148,22856,598,3602,1372,28547,4119,4272
2011,60Jährige,43161,364199,11300,57880,27572,350844,48119,66690,1943,22343,638,3249,1286,25905,4072,3847
2011,61Jährige,40233,362687,12735,54902,25327,345992,53044,64486,2009,26782,821,3371,1324,28980,5172,4002
2011,62Jährige,35539,353887,13671,50987,22673,333835,56646,59773,1907,27781,847,3232,1184,26828,5278,3631
2011,63Jährige,30210,322105,13425,45393,19409,300403,56881,53158,1791,28870,960,3135,1084,24951,5352,3495
2011,64Jährige,25812,300633,13817,40387,16925,280813,59305,48655,1644,29108,1064,2982,1057,23034,5406,3089
2011,65Jährige,22089,259149,13281,33987,14104,242017,55965,42152,1411,26526,1049,2579,933,19814,5160,2744
2011,66Jährige,18315,224170,12780,28592,12819,210788,53882,36848,1099,23349,1030,1977,755,17279,4878,2206
2011,67Jährige,23717,309477,19257,36249,16436,285983,78320,47756,1112,22294,1045,1826,704,15273,4920,1989
2011,68Jährige,23622,313954,21655,35124,17073,285935,85898,47608,947,21018,1094,1687,578,13361,4540,1838
2011,69Jährige,22308,300092,23147,31754,16928,270844,91416,43972,937,21066,1171,1604,575,12471,4712,1681
2011,70Jährige,26313,365371,30473,35645,20392,326922,123960,51083,804,19024,1314,1424,616,10633,4614,1508
2011,71Jährige,26089,377933,35166,33867,21719,332850,144881,50387,836,19751,1452,1377,602,10809,5183,1499
2011,72Jährige,23727,366895,36927,30805,21573,317856,156174,46865,752,17467,1377,1285,555,8967,4661,1418
2011,73Jährige,20625,334252,37265,25920,20720,280682,159285,40866,624,15764,1424,1072,522,7861,4622,1343
2011,74Jährige,17385,303838,37435,21653,20110,247665,162161,36015,565,13314,1298,925,509,6783,4255,1158
2011,75Jährige,15450,283595,38711,18873,19821,225834,171119,32358,510,11228,1245,821,409,5509,3929,920
2011,76Jährige,13292,263970,39561,16110,19506,202365,178250,29054,408,9210,1099,693,404,4373,3586,796
2011,77Jährige,10886,231002,39560,13611,18278,170624,177869,25136,362,8584,1166,567,326,3564,3355,687
2011,78Jährige,7929,174010,33131,9266,15312,123142,152104,18413,334,7265,1054,440,305,3083,3226,655
2011,79Jährige,6965,161861,35054,8128,15854,111569,157716,17159,239,5440,955,377,243,2590,2962,580
2011,80Jährige,6285,152496,37296,6894,16637,101107,167220,16331,209,4249,821,315,234,1953,2564,462
2011,81Jährige,5709,145985,40503,6256,17782,94083,180286,16330,191,3665,763,250,248,1828,2666,426
2011,82Jährige,4887,127846,40623,5119,17729,79152,177457,14917,144,2688,706,203,222,1324,2395,339
2011,83Jährige,3867,111508,41516,4446,17415,66558,174950,14074,134,2130,621,161,197,1054,2253,310
2011,84Jährige,3064,88497,36863,3357,16702,52845,164729,12095,113,1710,555,130,178,859,2010,279
2011,85 Jahre und mehr,9813,283849,191533,10494,110765,155963,1077186,69584,459,5461,2761,477,1059,2799,12089,1244
2012,00Jährige,329500,0,0,0,312669,0,0,0,16487,0,0,0,15755,0,0,0
2012,01Jährige,323019,0,0,0,307197,0,0,0,18431,0,0,0,17201,0,0,0
2012,02Jährige,333591,0,0,0,317856,0,0,0,16943,0,0,0,15920,0,0,0
2012,03Jährige,329602,0,0,0,312723,0,0,0,16241,0,0,0,15434,0,0,0
2012,04Jährige,338723,0,0,0,322176,0,0,0,16774,0,0,0,16000,0,0,0
2012,05Jährige,339243,0,0,0,321461,0,0,0,16703,0,0,0,15916,0,0,0
2012,06Jährige,332714,0,0,0,315119,0,0,0,16716,0,0,0,15375,0,0,0
